0,1,http,https,#,@,len,negative_weight,positive_weight,neutral_weight
neutral,Shopping mit Tochter,0,0,0,0,3,1,2,3
neutral,Shopping ohne Hindernisse -... http://t.co/EK4bE4Orwh #Primark #PrimarkBerlin #WochenendeinBerlin,1,1,3,0,8,1,2,8
positive,"Sich freuen, wenn man Freunde trifft beim Warten. &gt; ( @OhHighOrgasmus )",0,0,0,1,12,7,12,9
neutral,"Sie brauchen erschwingliche #Maxtor #80GB #SATA #3,5 #Zoll #Inch #Festplatte Sparen Sie jezt/Jetzt sparen http://t.co/xrmZpfdzIg #fb",1,1,8,0,16,2,3,16
neutral,Sie fährt nicht heim! #sg #Schwiegertochtergesucht,0,0,2,0,6,3,5,6
neutral,"Sie hören von mir: Vor einiger Zeit durfte ich folgenden Dialog führen: Hallo Herr Vetter, ich bin die Schwest... http://t.co/aVTw1G9h2W",1,1,0,0,20,10,12,20
neutral,Sie haben was zu verkaufen? Selbst verkaufen EDLE LUXUS LADY COUTURE MODESCHMUCK KREUZ CROSS GLITTER OHRRINGE http://t.co/AQg1pejQDE,1,1,0,0,17,5,4,17
neutral,"Sie m�chten das beste Angebot f�r blaue Hochzeitskleid, Was f�r ein Gesch�ft! http://t.co/rcJzuTL4W0",1,1,0,0,13,5,6,13
neutral,Sie sind freier #Ingenieur und suchen dringend ein neues #Projekt - Ihr Expertenportal hochqualifizierte #Fachkräfte http://t.co/adQ9oK1BNc,1,1,3,0,16,6,7,16
neutral,Sie wird zum sexy Nerd – Hot or not? Rebecca Mir mit riesiger Brille http://t.co/Hbg86FVRm3,1,1,0,0,15,5,9,15
neutral,Sie wollen zusätzlich Geld verdienen? http://t.co/5l4kF1AzX9,1,1,0,0,6,3,3,6
neutral,Sieben künstlerische Projekträume ausgezeichnet http://t.co/nFyLjVl8ap #Berlin,1,1,1,0,6,0,1,6
neutral,Sieg gegen Donezk: Bayer jubelt dank Kießlings Doppelpack - Bayer Leverkusen ist hat im dritten Spiel den zwe... http://t.co/SCw2y8DSu8,1,1,0,0,19,9,13,19
positive,SIEG!!!!!!!! Chemie gewinnt 2-0 gegen Osnabrück :-D #liga3,0,0,1,0,8,1,8,6
neutral,"Siegeszug von iPhone, Samsung Galaxy und Co.: Smartphones verdrängen klassische Handys http://t.co/hKdXgOV2VW",1,1,0,0,12,2,3,12
neutral,Siegmar Gabriel will Hausaufgaben abschaffen - http://t.co/LnW44RA09w,1,1,0,0,7,2,2,7
neutral,"Sieh an... ""@vfapharma: Arzneimittel-Atlas 2013: Keine Konjunktur für Schwarzmaler - Arzneimittel-Ausgaben stabil! http://t.co/QuemT8ypZe""",1,1,0,1,13,3,4,13
positive,Sieht ja ma richtig fett aus :D Will da auch ma hin *-* (@YouTube http://t.co/EVRp4GQkmP),1,1,0,1,15,12,15,12
neutral,Siemens erhält Auftrag für 24 Windkraftanlagen aus Frankreich http://t.co/XBpkdRGpAP ARIVA/dpa-AFX #Wirtschaft,1,1,1,0,11,3,2,11
neutral,Siemens Gigaset C475 IP: welche Tasten muss ich drücken um die nummerunterdrückung auszuschalten? http://t.co/wzIqoXN7QR,1,1,0,0,14,4,6,14
neutral,Siemens will keine Elektroauto-Ladesäulen mehr bauen http://t.co/xmrvZ8jJrd #Riester,1,1,1,0,8,3,3,8
neutral,"Sigi Heinrich watscht die #Jogi-Basher leidenschaftlich ab: ""Schlagt #Löw endlich zum Ritter!"" http://t.co/e6RkUoY1MC",1,1,2,0,13,3,4,13
neutral,"Simdi ben kimlere vielleicht, genau, echt ya da entschuldigung diycem... http://t.co/jEh2V8ivQp",1,1,0,0,11,4,4,11
neutral,"Sind die Patienten selber schuld? Josef Hecken, Vorsitzender des gemeinsamen Bundesausschusses, sieht eine... http://t.co/kiaMTgJAg8",1,1,0,0,14,4,5,14
positive,Sind pünktlich kurz nach Mondaufgang wachgeworden. Eine wunderschöne sternenklare Nacht - Faszinierende Fotos vom Mond gemacht🌘,0,0,0,0,16,8,16,9
neutral,"Sind Verstösse gegen Residenzpflicht Ordnungswidrigkeiten oder - wie Michael Siefener vom bayer. Innenministerium behauptet - ""Straftaten""?",0,0,0,0,16,6,8,16
negative,"Sitz da nich bloß so rum; lern doch mal was! Och nö, nich jetzt, vielleicht später...",0,0,0,0,16,16,9,10
neutral,Sitzt oder steht grad jemand neben jakob glaser ? # dringend,0,0,1,0,11,6,7,11
neutral,Skandinavische Filmtage in Lübeck vom 30. Oktober bis zum 3. November http://t.co/VNppO7Pdjl,1,1,0,0,12,7,6,12
neutral,SKODA Yeti umfassend überarbeitet: Aus einem Yeti werden zwei http://t.co/tkD0gN8EdK #wirtschaft #news,1,1,2,0,12,5,5,12
neutral,"Sky Deutschland: ""So sehn Sieger aus"": Christian Venus präsentiert den Sky Song zur Bundesliga /.. http://t.co/z7DpzAvxDk",1,1,0,0,16,2,5,16
neutral,Sky: Wechsel von Bale zu Real Madrid perfekt http://t.co/AxHlPVZD5Z,1,1,0,0,8,4,3,8
neutral,Slime - Sich fügen heißt lügen: http://t.co/ujUU5RBMOF via @youtube,1,1,0,1,9,3,4,9
neutral,Slips verkaufen - String mit Pailletten: Sehr knapper String wartet darauf für dich... http://t.co/6ArNUAs6Ly bei http://t.co/gFtK8vkzbx,2,2,0,0,16,5,6,16
neutral,"Smartphone Samsung Galaxy S3 III mini ohne Vertrag, ohne Simlook, NEU http://t.co/z77cNi0kw4",1,1,0,0,12,3,5,12
neutral,"sms kontakte Sandra (22 Jahre) aus Bayern sucht einen Mann, im Alter von 24 bis 35 Jahren f... http://t.co/Z1K3xRCNYp &lt;&lt;&lt; sms klick hier",1,1,0,0,23,10,11,23
neutral,"SMS Sexkontakte: Einfach Ich  (24 Jahre) aus Tirol sucht einen Mann, im Alter von 19 bis 49 Jah... http://t.co/XUCQVjcyqP &lt;-- klick hier",1,1,0,0,23,12,12,23
neutral,so bringet mir den edelsten und rotesten wein den ihr im ganzen lande finden könnt! RT @amandapalmer RED RED RED. its fall.,0,0,0,1,22,11,10,22
neutral,So früh wach und kann nicht mehr einschlafen...,0,0,0,0,8,7,7,8
positive,"So langsam verflacht die Partie etwas, Arsenal schaltet einen Gang zurück. Sieht jetzt mehr nach Serie A als Premier League aus.",0,0,0,0,21,13,21,18
neutral,"So richtig alleine bist du erst dann, wenn du in der Sonne am See sitzt und dich die Enten mit Brot füttern wollen.",0,0,0,0,23,18,16,23
neutral,So schaut Wutz vorne aus. http://t.co/7qoeEHOguY,1,1,0,0,6,3,4,6
neutral,So schnell noch Karten im Vorverkauf sichern und ab zum Autozentrum Wolter. Grüner Anger 2 in Schwedt. Die... http://t.co/l50PDlOvPC,1,1,0,0,19,9,9,19
neutral,"So sieht ""Grüne Politik&amp;soziale Gerechtigkeit"" aus? Grüner genehmigte sich Audi A8 mit Massage-Sitz http://t.co/Mes3EHCqmD via @focusonline",1,1,0,1,16,5,5,16
neutral,So sieht das also aus... #rbleipzig #leipzig #redbull #rasenball @ Red Bull Arena http://t.co/wqU8h4IrFK,1,1,4,1,14,6,6,14
positive,So sieht der perfekte Social-Media-Beitrag aus - Meedia http://t.co/9qT2b5Jry9 #SocialMedia,1,1,1,0,10,5,10,6
positive,"So unfassbar müde - gute Nacht, ihr Hübschen &lt;3",0,0,0,0,9,5,9,6
positive,So verdammt süß :3 http://t.co/mgee1QHnGz,1,1,0,0,5,2,5,2
neutral,So viel Wirkung wünscht sich jeder Regisseur. Orson Welles' Hörspiel «Krieg der Welten» feiert seinen 75. Geburtstag. http://t.co/rXLWMpPQ4Y,1,1,0,0,18,6,9,18
neutral,So Weit Wie Noch Nie (Original Mix) by Jürgen Paape — https://t.co/vRZsILd9Ag,1,1,0,0,12,4,5,12
negative,so xx 13 stunden gearbeitet... wollt eigentlich was am cosplay machen... aber geht gar nix mehr xx,0,0,0,0,17,17,12,14
neutral,"So, Abfahrt. #jetzt #einkaufen",0,0,2,0,4,0,1,4
neutral,"So, los geht's. Auf nach Europa! #Eintracht #SGE #UEL",0,0,3,0,9,3,6,9
neutral,"So. Bad putzen, einkaufen, Hausaufgaben. Los jetzt.",0,0,0,0,7,1,2,7
negative,So. Letzte Zigarette für heute. Morgen wieder 10 Stunden arbeiten *seufz,0,0,0,0,11,11,8,8
neutral,"Social Web nach Altersklassen: Note eins für die Erwachsenen! Neue Daten aus dem Pew Research Center zeigen, d... http://t.co/s9IptuMgye",1,1,0,0,19,7,8,19
neutral,"Sofortkauf: 5 Mark Silber, Hessen, Ludwig III, fast sehr schön gebraucht kaufen bei Hood.de http://t.co/Pi77ZPhOsY",1,1,0,0,15,6,7,15
neutral,Software gegen Überwachung: Verschlüsseln soll einfacher werden http://t.co/cUBhHJKvRu via @SPIEGELONLINE,1,1,0,1,10,6,4,10
positive,"Solange der Herbst warm ist, kann er mir nichts anhaben! http://t.co/jGeZ0hS4fS",1,1,0,0,11,6,11,8
neutral,Solara 50: Unbemanntes Solarflugzeug soll fünf Jahre autonom fliegen - Golem.de http://t.co/RMixaGJhx1,1,1,0,0,12,4,3,12
neutral,Solarenergie ehrenamtlich fördern http://t.co/PoMQxRITdL,1,1,0,0,4,0,0,4
neutral,Solarworld nimmt dier ersten ersten Hürden. Anleger verlieren aber ordentlich Geld: http://t.co/cSX1ialFqH #solarworld #photovoltaik,1,1,2,0,14,5,5,14
neutral,Soldier Front 2 http://t.co/5TRYelx6qp #DownloadMMOs #Krieg #Action #AeriaGames Neu veröffentlicht!,1,1,4,0,10,3,1,10
neutral,Solheim Cup 2013: Europa gewinnt gegen die US-Damen: Exklusiv Golfen http://t.co/9NoILnzbx0,1,1,0,0,11,2,4,11
neutral,Solid 82 on my midterm #illtakeit #NASM #CPT #personaltrainer #gettingit #3weeksleft http://t.co/Q1lzO1IXAO,1,1,6,0,12,2,1,12
neutral,Sollen #Staaten schuldenfrei sein bzw. #Schulden zurückzahlen? 2x Nein schreibt SML-Dozent Tilman Slembeck im Blog. http://t.co/zGwiTepK9Y,1,1,2,0,16,5,2,16
positive,sollte man wirklich mal lesen ... http://t.co/8DJi9edlHD,1,1,0,0,7,6,7,6
neutral,"Sommerpause vorbei = neue Ticketverlosung: Gratis ans ZÜRICH OPENAIR 2013 zu Nine Inch Nails, Arctic Monkeys &amp; Co. http://t.co/yI4IKWjFgR",1,1,0,0,19,6,9,19
neutral,"Sonder Angebote, besondere Sparanzreize #Maxtor #80GB #SATA #3,5 #Zoll #Inch #Festplatte Unschlagbarer Preis http://t.co/xrmZpfdzIg #fb",1,1,8,0,15,1,1,15
neutral,Sonderwochenpreise or Sonder Angebote der Woche #Hitachi #80GB #Notebook #Festplatte #HDD #Harddisk Nicht z�gern! http://t.co/qNcrAoaSaf #fb,1,1,7,0,16,3,4,16
positive,Sonne genießen. .endlich man!!!!!,0,0,0,0,4,0,4,1
positive,Sonntag ✔ Fitness ✔ Nichts tun✔,0,0,0,0,6,1,6,5
neutral,Sony stellt Mini-Konsole PS Vita TV vor: Der japanische Elektronikkonzern macht dem Apple TV Konkurr... http://t.co/RVUOjAQ9nh #IT #News,1,1,2,0,18,7,8,18
positive,Sony Xperia Z in 5 Minuten vom Netzbetreiber Branding entfernt ! Stabil läuft :-),0,0,0,0,14,8,14,10
neutral,Soo Hyun macht sich nie nichts aus Dong Ho lol,0,0,0,0,10,5,6,10
negative,Soo. Die #22UhrNonMention 's dürfen nun beginnen...meins war schon. Zu früh. Besser als gar nich.,0,0,1,0,15,15,10,10
negative,"Sooo , im not schleep 😩",0,0,0,0,6,6,4,3
neutral,Soooo jetzt werden erstmal meine ganzen Nachrichten beantwortet ;) ;) ;) Was macht ihr noch schönes ???? http://t.co/1vIi1xgwd8,1,1,0,0,18,13,14,18
positive,"Soooo, gute Nacht, Tatorties - hoffe Ihr findet uns auch Blau statt Rot weiterhin in Eurer Timeline. :-)",0,0,0,0,18,11,18,15
neutral,Soothing Region Kitchen http://t.co/AGPxqM0qiG #Classic Kitchen Ideas #country kitchen design,1,1,2,0,10,0,1,10
negative,sorry meine Internetverbindung ist schlecht der Live Stream wurde abgebrochen nächstes Mal am zehnten elften kommt ein neuer live stream,0,0,0,0,20,20,15,16
positive,"Sorry, dass dieses WE kein Video kam, dafür bekommt ihr jetz in 2-3 tagen schon wieder eins ;)",0,0,0,0,18,12,18,17
neutral,"Sozialarbeiter(in): Stadt Freiburg, 80% - 100%, 1700, FR http://t.co/QMDVa44cDi",1,1,0,0,9,1,2,9
neutral,Soziale Bewegung Daily wurde gerade veröffentlicht! http://t.co/TQjNLlSaVE ▸ Topthemen heute von @ChangeGER @Volksentscheid,1,1,0,2,13,4,5,13
neutral,Soziale Empfehlungen bald auch in #Google+ möglich. #Update http://t.co/gtNKNFxl0r,1,1,2,0,9,4,3,9
neutral,Soziale Netzwerke - Die Kriege der Zukunft werden auf Twitter geführt http://t.co/q720QhL8EG via @welt,1,1,0,1,14,8,7,14
neutral,"Später dann Sachen packen und in die neue Wohnung ziehen. Will nicht ohne PC leben, verdammt!",0,0,0,0,16,10,9,16
neutral,"Spannend und dramatisch bleibt ""Long John Silver"" (@carlsen_verlag) eine mehr als klare Leseempfehlung: http://t.co/zh7I8gh7jU",1,1,0,1,14,5,6,14
neutral,Spannende Herausforderung im #HR-Bereich! #Teamleiter Recruiting Competence Center (m/w) am Standort Kiel &gt; http://t.co/0pHRgNDdfX #Karriere,1,1,3,0,15,2,3,15
neutral,Spannende Herausforderungen http://t.co/9aWkKJpsyZ (kurs-magazin.de),1,1,0,0,4,0,0,4
neutral,Spannendes Aufmacherthema: #Unternehmen müssen zu Content-Anbietern werden @horizont,0,0,1,1,8,3,3,8
neutral,Sparen Sie jetzt #festplatte #enclosure Was f�r ein Gesch�ft! http://t.co/br2H3db819 #fb,1,1,3,0,11,4,4,11
neutral,SPD: Große Koalition? Hilfe! http://t.co/oPj1OzkFRn http://t.co/MIqFJqmtsb,2,2,0,0,6,2,0,6
positive,"Speechless~""@shofurabr: Kangen @Eight_SevenClub :')",0,0,0,2,4,0,4,0
neutral,Speicher voll: Belastungsgrenze erreicht: Wälder können kaum noch CO2 ... - FOCUS Online PC Games Speicher voll: http://t.co/4jpoiix0Zx,1,1,0,0,18,5,6,18
neutral,Speiseröhren#krebs - Humorist Günter Willumeit gestorben http://t.co/GA8xCxBAvo,1,1,1,0,7,1,1,7
neutral,"Spenglers Zukunft: BMW ja, Schnitzer vielleicht #DTM http://t.co/HlhMws6T8g",1,1,1,0,8,2,2,8
neutral,SPIEGEL MOBIL: FDP droht Verfahren wegen illegaler Parteienfinanzierung http://t.co/f8tONjl31U,1,1,0,0,9,2,1,9
neutral,"Spiegel Tagesvorschau: Was Freitag wichtig wird: Islamisten rufen in Ägypten zum ""Tag der Wut"" auf, Hartmut Me... http://t.co/ega2PYrVaR",1,1,0,0,17,4,4,17
neutral,"Spieler des @FCBayern, denen auf Twitter zu folgen sich lohnt: Allen außer den deutschen Spielern. Sehr auffällig. http://t.co/oEvktzRivn",1,1,0,1,18,9,12,18
negative,Spiessich jeht jar nich. Nur wenn ick grille denn spiessich Fleisch uffn Spiess.,0,0,0,0,13,13,5,5
neutral,"Spitzwegerich - Gesund 2013! http://t.co/OzIWylTpcT #gesund2013, #gesundheit2013",1,1,2,0,7,1,1,7
neutral,"Sport1:""Preetz hält Transfers für möglich http://t.co/i4yEkZHkZV"" #Fussball #Sport1",1,1,2,0,8,4,3,8
neutral,"Sportchef kritisiert: Kreuzer erkennt ""zu viel Gucci"" beim HSV http://t.co/30WV9V1foh via @welt",1,1,0,1,12,3,4,12
neutral,Sportwagen: Große Nachfrage nach Alfa Romeo 4C: Mit ihrem neuen Sportwagen wollen die Italiener eine kleine We... http://t.co/tD5fNds78S,1,1,0,0,18,9,7,18
neutral,"Sprachen, die man lesen und auch bei langsamem Sprechen verstehen kann, aber nicht selber sprechen...",0,0,0,0,15,11,10,15
neutral,Städtebund-Chef: Bundesregierung muss Kommunen um 14 Milliarden Euro entlasten http://t.co/agwI0UCZex,1,1,0,0,10,3,2,10
neutral,Störung Linie U1. Ausweichroute U4: Störung #notamused #wienerlinien,0,0,2,0,8,1,1,8
neutral,staatliche unabhängigkeit indo..,0,0,0,0,3,0,0,3
negative,stand der dinge: 10 hühner 1 hahn kein ei auslauf wird morgen fertig polly abgehört keinerlei atemgeräusch mehr,0,0,0,0,18,18,8,10
neutral,"Standartdsatz bei allen Familienfesten etc: ""Ich möchte kein Alkohol, danke.""",0,0,0,0,10,4,5,10
positive,starke Leistung Sempach! #srf #eidgenössisches #schwingfest :D,0,0,3,0,7,2,7,3
neutral,Starkes Comeback des @fcb_basketball #euroleague 2 Punkte Rückstand gleich Ende 3/4,0,0,1,1,11,4,5,11
neutral,"Stars &amp; Styles: Ja, er hat es getan: Heute auf dem Boulevard: +++ Van der Vaart wird Vater +++ Lady Gaga demon... http://t.co/ZGU6nJrqbr",1,1,0,0,23,10,11,23
neutral,Statische Beurteilung historischer Tragwerke http://t.co/5S5UKQvHKW,1,1,0,0,5,0,0,5
neutral,Statt am Report weiter zu schreiben mit anderen Sachen beschäftigen. Kann ich. War aber wichtiger.. Freundschaften und so...,0,0,0,0,18,13,12,18
neutral,Statt Veggie-Tag: Künstliches Rindfleisch: Wissenschaftler präsentieren ersten Labor-Burger http://t.co/cL1e4V42RG,1,1,0,0,9,1,1,9
neutral,Steffen Henssler: Promis müssen ihr Gericht sehr gut können: Ab dem 29. September dieses Jahres werden jede Wo... http://t.co/LXhTQz0Hro,1,1,0,0,19,8,11,19
neutral,Steffen Tiggeler verstorben: Überlingen. http://t.co/A09LLuXLJx,1,1,0,0,5,0,0,5
neutral,Stehen Verkehrsberuhigung und Kopfschmerzen in einem logischen Zusammenhang?,0,0,0,0,8,5,4,8
neutral,Steinbach: Gegen Menschenhandel mit aller Kraft vorgehen http://t.co/a9sfymFEyf,1,1,0,0,8,2,4,8
positive,"Stell dir vor, Österreich müsste bei der WM gegen Brasilien spielen! Wir lachen uns tot.",0,0,0,0,15,9,15,14
neutral,Stellenangebot: Oberarzt (m/w) Innere Medizin/ Kardiologie in Raum Erfurth http://t.co/LY5m7yhXmK,1,1,0,0,10,1,1,10
neutral,Stephanie Allen: Internet And/Or Privacy? http://t.co/dA2qFvjcnO | Huffington Post,1,1,0,0,9,2,3,9
neutral,Stephano beendet seine aktive StarCraft II-Karriere http://t.co/eau6d1QBcr #esports,1,1,1,0,8,2,1,8
neutral,Stephen Sauer zum neuen Finanzreferenten gewählt #jusolakosaar13 Herzlichen Glückwunsch!,0,0,1,0,9,2,5,9
neutral,Sterne N8000 Smart Phone 5 Zoll kapazitive... http://t.co/ikmRyTedpu #android #Kapazitiv #smart #smartphone #Telefon #testbericht #wifi,1,1,7,0,15,2,3,15
positive,Stilvoll Paris-Bilder bearbeiten 😜 #paris #bildbearbeitung #lightroom #endlichkommichdazu #eiffelturm… http://t.co/KOeiTxfubR,1,1,5,0,10,0,10,0
neutral,Stimulation Kitsch Passion Samsung X520 Yellow: .Wjg http://t.co/z7TT4SpnC6,1,1,0,0,8,0,1,8
positive,Stiuuuu fietz sense kahler😏,0,0,0,0,4,0,4,0
neutral,Stone Temple Pilots kündigen neue EP HIGH RISE mit Linkin Parks Chester Bennington an: Am 8… http://t.co/iRD1mHDySu,1,1,0,0,17,4,3,17
negative,stoner...paul musste seine geliebte katze louie einschläfern raucht 1 für louie &amp; ihn...&amp; schreibt was zum video https://t.co/kgaIvjT88F,1,1,0,0,18,18,9,9
neutral,Strategischer Einkauf sucht: Einkäufer Technische Produkte Kabelkonfektion/zeichnungs- + werkzeuggebundene Teile m/whttp://on.fb.me/1cJjKyk,1,1,0,0,11,1,2,11
positive,Streaming !!! :) [ich fand steinbrück überraschend stark aber beide kennen sich halt gut aus und wirkten sicher imo] http://t.co/1V9HkLMQbB,1,1,0,0,20,11,20,13
neutral,Street Photography #296 – Zwei Einsame http://t.co/etaRi1fjJm,1,1,1,0,7,1,2,7
neutral,Streit mit WDR: „Meine Arbeit wurde nachgedreht“ - Die Journalistin Gaby Weber kritisiert eine WDR-Doku... http://t.co/Edbtxgt7gX,1,1,0,0,16,8,7,16
negative,Streit um gebrauchte Softwarelizenzen: LG Hamburg hat Bedenken bei AGB-Klauseln: Der Markt ... http://t.co/B4dd6tAeqy #nachrichten #rtl2,1,1,2,0,16,16,7,11
neutral,Streit um Suhrkamp Verlag: Endlich klare Aussichten http://t.co/MPD9pva6s1,1,1,0,0,8,3,3,8
neutral,Streit ums Schreibenlernen http://t.co/UlzLqf7LAP #DeutscheWelle,1,1,1,0,5,2,0,5
neutral,"Studie ""Euro 500"": Europas Konzerne verdienen erneut weniger: Ergebnis der jährlichen Studie ""Euro 500"" des ma... http://t.co/d3N9xWJPFh",1,1,0,0,17,2,3,17
neutral,Studie: Ökolabel für Autos bei Verbrauchern kaum bekannt http://t.co/MXB7PbT7td #Riester,1,1,1,0,10,5,4,10
neutral,Studie: Kita macht Erzieherinnen krank - RP ONLINE: RP ONLINEStudie: Kita macht Erzieherinnen krankRP ONLINENo... http://t.co/UEd5oCZoNh,1,1,0,0,16,5,3,16
positive,sturm frei party Dj kommt schon :-),0,0,0,0,7,4,7,5
neutral,Stuttgart gegen Nürnberg - Verbeek holt ersten Punkt dank irrer sechs Minuten http://t.co/IPrlQIgk3d,1,1,0,0,13,6,7,13
negative,Stuttgarter Zeitung: Senioren hinter Gitter: Experten empfehlen altersgerechten Umbau der Gefängniss http://t.co/jRWvx4tuJH,1,1,0,0,12,12,3,6
neutral,"STZ: Stuttgarter Zeitung: Medienexperte Haller wertet Kauf der ""Washington Post"" als positives.. http://t.co/FECkb9ORvk",1,1,0,0,13,4,2,13
neutral,Suche boomerang Antenne für cb Funk: Hagen (Westfalen) | Suche eine boomerang Antenne für cb Funk.wenn möglich... http://t.co/woc0352YbQ,1,1,0,0,18,6,6,18
negative,Suche einen neuen Körper für #Dale. Er ist alt. Sein Körper macht schlapp. Ich bitte eine leere Donutbox von Aldi. Wer tauscht?,0,0,1,0,22,22,13,17
neutral,Suchen kommt ja immer noch von Sucht.,0,0,0,0,7,5,6,7
neutral,Suhrkamp soll von einer Personen- in eine Aktiengesellschaft umgewandelt werden. Wird nun alles gut? Was passiert... http://t.co/H6g001ysHd,1,1,0,0,17,9,10,17
neutral,Suhrkamp: Gläubiger billigen Insolvenzplan http://t.co/aCdzL3tPSt,1,1,0,0,5,0,0,5
neutral,"Suizid, haben Depressive hier die Wahl? Buchtipp als kostenloser Download. http://t.co/ld9FHt54u3",1,1,0,0,11,4,4,11
positive,"Super flache, schöne und preiswerte Uhren von SKAGEN. Gutes Design muss nicht teuer sein. http://t.co/UFyAqQvOzN",1,1,0,0,15,7,15,11
neutral,SUPER MARIO SUNSHINE #38 - BOWSER und DAS ENDE! ☼ Let's Play Super Mario Sunshine: http://t.co/UKLokj6ZG8 über @YouTube,1,1,1,1,18,7,8,18
neutral,Super Tackle von DB Kevin Wu nach einem Punt der deutschen Mannschaft. Dänemark macht wieder Druck mit ihrer No-Huddle-Offense.,0,0,0,0,19,8,11,19
positive,"Super! Bereits einige Statements von SPÖ, ÖVP, PiratInnen, Grünen sowie vom Team Stronach zur Clean... http://t.co/qN5Pnvtl1X",1,1,0,0,16,7,16,7
neutral,Super. Kostenloser #MMO #Shooter. Kostenloser Download und kostenlos zum Spielen. Jetzt testen unter http://t.co/hr1pAmR9e3,1,1,2,0,14,5,7,14
negative,Super. Schöne Kopfschmerzen.,0,0,0,0,3,3,2,2
positive,Superhappy mit meiner neuen Kettenkombi handmade by Freaky T &lt;3 http://t.co/Atc2Gh6s9h,1,1,0,0,11,4,11,6
positive,supi schwarz bitte @beulchen @KrisJArmy @analons @wellpresso @VisitAbruzzo_de @AxelKoster @Nico79 @badoo_de,0,0,0,8,11,2,11,2
neutral,Suppe schlürfen,0,0,0,0,2,0,0,2
neutral,"Support ""Mama"" Patti und Roman am 06.08.2013 beim Bochumer Musiksommer http://t.co/v4s6qwf03i",1,1,0,0,11,4,4,11
neutral,"Susanne Erichsen (1925-2002), erste Miss Germany, 1950er Schön war die Zeit, West-#Berlin 275 http://t.co/d18nVXh6YX",1,1,1,0,14,4,5,14
neutral,Suzuki gsxr 750 w tüv neu wenig km: Espelkamp | Gsxr 750 W Zum verkauf kommt meine GSXR 750 W im original zust... http://t.co/Q4JaMHBiaP,1,1,0,0,24,8,9,24
positive,Sweet Jesus - Diese Abendessen war göttlich.,0,0,0,0,7,3,7,4
neutral,"Sweet sweet Feierabend. Hätte heute die vollen 8 machen können, aber keine Lust. Außerdem hab ich Rücken.",0,0,0,0,17,12,12,17
neutral,sy mau mimpi dulu tweeps... gute nacht alle...,0,0,0,0,8,1,3,8
neutral,Syrien: Ban fordert Zugang für Giftgas-Inspektoren: UN-Generalsekretär Ban Ki-moon hat die syrische Führung au... http://t.co/j9JNgJrAjj,1,1,0,0,15,3,3,15
neutral,Syrien: Linkenchef wirft Merkel »glatte Lüge« vor (neues-deutschland.de) http://t.co/NU8rlCxKE6,1,1,0,0,9,2,1,9
neutral,Syrische Armee verlegt laut Augenzeugen Einheiten in Wohngebiete http://t.co/rWdNYMBKXc,1,1,0,0,9,1,2,9
positive,T minus 1 bis Zürich. #freu,0,0,1,0,6,2,6,4
neutral,Tödlicher Badeunfall....http://t.co/xE4N6C16fK,1,1,0,0,2,0,0,2
negative,"Tötet mich doch einfach, bitte, danke.",0,0,0,0,6,6,4,5
neutral,Türke Dom. 51 sucht Freund/Sponsor (BlackMailing): Landau in der Pfalz | dominante Er sucht gebildeten sehr de... http://t.co/U04M3yHEag,1,1,0,0,18,8,7,18
neutral,Türkische Fans heißen Marc Janko bei Trabzonspor (!) willkommen. Das deutet wohl auf einen Verbleib hin. #DeadlineDay,0,0,1,0,17,8,9,17
neutral,Taberah - Necromancer // Review by Rocktimes.de 7.5/10 empfehlenswertes Kleinod melodischer Metal-Tonkunst...... http://t.co/PmK5pGRAiZ,1,1,0,0,13,2,3,13
neutral,Tag 1. nach dem großen US-Finale von BREAKING BAD! Für alle Fans gibt's hier einen tollen Nachruf... http://t.co/Umxue5fOd6,1,1,0,0,18,11,13,18
neutral,Tag unsere Programm 14 schritte zur gesunden Ernährung http://t.co/SBSkX030dH #ernährung #gesundheit #abnehmen #diät,1,1,4,0,13,4,3,13
neutral,Tagesinfos 2 August 2013 - 31 KW 214 Tag abnehmender Mond - zur mobilen Version http://t.co/jG2M29fANa,1,1,0,0,16,5,9,16
neutral,"Tagesplan: 1. Duschen, 2. Frühstück, 3. Infostand, 4. Aufbau Sommerfest, 5. Orga Sommerfest, 6. Abbau Sommerfest, 7. Bett.",0,0,0,0,18,5,4,18
neutral,Tagesvorschau: Was Freitag wichtig wird: Eurostat berichtet über die Inflation in Europa; Steinbrück und Merke... http://t.co/yJVoPMAarC,1,1,0,0,16,5,7,16
neutral,Tainted Talents (Ateliertagebuch.) » Wir sind nicht allein http://t.co/9rhta65MSx,1,1,0,0,9,4,4,9
neutral,"Talente finden Lösungen, Genies entdecken Probleme.",0,0,0,0,6,2,2,6
negative,"Talente: Tumblr, Internet, allein sein, nerven. http://t.co/P9kvkOWflM",1,1,0,0,7,7,1,2
neutral,Talsohle erreicht. Laufschuhe kaufen. #reminder #laufen #run,0,0,3,0,7,2,0,7
neutral,"Tanzwut, Schwarzer Engel Songtext http://t.co/qLmVaalmnf",1,1,0,0,5,0,1,5
neutral,Tatort | Da war er halt voll pissed http://t.co/B4rDID5ZVh #DerFreitag,1,1,1,0,10,6,7,10
neutral,"tausche großen, gut erzogenen penis gegen kopfschuss",0,0,0,0,7,2,2,7
neutral,Tausche Oldtimerrarität gegen Womo mit AHK u. Tüv: Startseite | Biete Oldtimer Raritaet Vauxhall Viva SL super... http://t.co/e0jV59WOW5,1,1,0,0,18,4,5,18
